177463  | 93717   | 15A Aql
177724  | 93747   | zeta Aql
177756  | 93805   | lambda Aql
177474  | 93825A  | gamma A CrA
177475  | 93825B  | gamma B CrA
178125  | 93867A  | 18A Aql
177873  | 94005   | delta CrA
178596  | 94068   | 19 Aql
178253  | 94114   | alpha CrA
178345  | 94160   | beta CrA
179406  | 94385   | 20 Aql
179761  | 94477   | 21 Aql
180482  | 94727   | 22 Aql
181276  | 94779   | kappa Cyg
180868  | 94834   | omega 1 Aql
180972  | 94885A  | 23A Aql
180972  | 94885B  | 23B Aql
181053  | 94913   | 24 Aql
181333  | 94982   | 28 Aql
181383  | 95002   | omega 2 Aql
181391  | 95066   | 26 Aql
181440  | 95073   | 27 Aql
182568  | 95372   | 2 Cyg
182572  | 95447   | 31 Aql
182640  | 95501   | delta Aql
183056  | 95556   | 4 Cyg
182835  | 95585   | nu Aql
183534  | 95656   | 7 Cyg
183324  | 95793   | 35 Aql
184006  | 95853   | iota Cyg
183630  | 95937   | 36 Aql
183912  | 95947A  | beta 1A Cyg
183914  | 95951   | beta 2 Cyg
184171  | 96052   | 8 Cyg
184406  | 96229   | mu Aql
184759  | 96302   | 9 Cyg
184492  | 96327   | 37 Aql
185037  | 96387   | 11 Cyg
185395  | 96441   | theta Cyg
184930  | 96468   | iota Aql
184915  | 96483   | kappa Aql
185124  | 96556   | 42 Aql
185507  | 96665   | sigma Aql
185734  | 96683   | phi Cyg
185872  | 96693   | 14 Cyg
185762  | 96807   | 45 Aql
186408  | 96895   | 16A Cyg
186427  | 96901   | 16B Cyg
186122  | 96931   | 46 Aql
186203  | 96957B  | chi B Aql
186203  | 96957A  | chi A Aql
186675  | 97118   | 15 Cyg
186547  | 97139   | psi Aql
186882  | 97165B  | delta B Cyg
186882  | 97165A  | delta A Cyg
186689  | 97229   | upsilon Aql
186791  | 97278   | gamma Aql
187013  | 97295   | 17 Cyg
187259  | 97473A  | pi A Aql
187260  | 97473B  | pi B Aql
187796  | 97629   | chi Cyg
187849  | 97630   | 19 Cyg
188056  | 97635   | 20 Cyg
187532  | 97650   | 51 Aql
187642  | 97649   | alpha Aql
187691  | 97675   | omicron Aql
187929  | 97804   | eta Aql
188665  | 97870   | 23 Cyg
188154  | 97928   | 56 Aql
188310  | 97938   | xi Aql
188293  | 97966   | 57A Aql
188294  | 97967   | 57B Aql
188350  | 97980   | 58 Aql
188512  | 98036   | beta Aql
189037  | 98055B  | psi B Cyg
189037  | 98055A  | psi A Cyg
188892  | 98068   | 22 Cyg
188728  | 98103   | phi Aql
188947  | 98110   | eta Cyg
189687  | 98425   | 25 Cyg
190147  | 98571   | 26 Cyg
190327  | 98823   | tau Aql
190299  | 98844   | 62 Aql
191026  | 99031   | 27 Cyg
191067  | 99171   | 64 Aql
192907  | 99255A  | kappa A Cep
191610  | 99303   | 28 Cyg
191692  | 99473   | theta Aql
191753  | 99529   | xi 1 Cap
191862  | 99572   | xi 2 Cap
192107  | 99631   | 66 Aql
192514  | 99639   | 30 Cyg
192696  | 99655   | 33 Cyg
192577  | 99675   | omicron 1A Cyg
192579  | 99676   | omicron 1C Cyg
192425  | 99742   | rho Aql
192640  | 99770   | 29 Cyg
192909  | 99848   | omega 2 Cyg
192666  | 99918   | 3 Cap
192876  | 100027  | alpha 1 Cap
192879  | 100062  | 4 Cap
192947  | 100064  | alpha 2 Cap
193369  | 100108  | 36 Cyg
193370  | 100122  | 35 Cyg
193150  | 100195  | sigma Cap
193432  | 100310  | nu Cap
193452  | 100325A | beta 2A Cap
193452  | 100325B | beta 2B Cap
193495  | 100345  | beta 1 Cap
194093  | 100453  | gamma Cyg
194317  | 100587  | 39 Cyg
195068  | 100859  | 43 Cyg
194636  | 100881A | pi A Cap
194636  | 100881B | pi B Cap
195050  | 100907  | 40 Cyg
194939  | 100977  | 68 Aql
194943  | 101027A | rho A Cap
195324  | 101067  | 42 Cyg
195295  | 101076  | 41 Cyg
195725  | 101093  | theta Cep
195135  | 101101  | 69 Aql
195093  | 101120  | omicron B Cap
195094  | 101123  | omicron A Cap
195556  | 101138  | omega 1 Cyg
195593  | 101214A | 44A Cyg
195593  | 101214B | 44B Cyg
195774  | 101243  | omega 2 Cyg
196093  | 101474B | 47B Cyg
196093  | 101474A | 47A Cyg
196321  | 101692  | 70 Aql
196348  | 101751  | 13 Cap
196606  | 101765  | 48 Cyg
196574  | 101847  | 71 Aql
196662  | 101923B | tau B Cap
196662  | 101923A | tau A Cap
196758  | 101936  | 1 Aqr
196777  | 101984  | upsilon Cap
197177  | 102066A | 49A Cyg
197178  | 102066B | 49B Cyg
197345  | 102098  | alpha Cyg
197511  | 102177  | 51 Cyg
197950  | 102253  | 4 Cep
198149  | 102422  | eta Cep
197912  | 102453  | 52 Cyg
197692  | 102485  | psi Cap
197725  | 102487  | 17 Cap
197989  | 102488  | epsilon Cyg
198183  | 102589A | lambda A Cyg
198183  | 102589B | lambda B Cyg
198001  | 102618  | epsilon Aqr
198026  | 102624  | 3 Aqr
198478  | 102724  | 55 Cyg
198639  | 102843  | 56 Cyg
198571  | 102945  | 4B Aqr
198571  | 102945  | 4A Aqr
198542  | 102978  | omega Cap
198667  | 103005  | 5 Aqr
198743  | 103045  | mu Aqr
199081  | 103089  | 57 Cyg
199012  | 103226  | 19 Cap
199345  | 103401  | 7 Aqr
199629  | 103413A | nu A Cyg
199728  | 103616  | 20 Cap
200120  | 103632  | 59 Cyg
199828  | 103640  | 8 Aqr
199944  | 103681  | 10 Aqr
199960  | 103682  | 11 Aqr
199947  | 103703  | 21 Cap
200004  | 103728  | 9 Aqr
200310  | 103732A | 60A Cyg
200497  | 103981A | 12A Aqr
200496  | 103981B | 12B Aqr
200499  | 104019B | eta B Cap
200499  | 104019A | eta A Cap
200905  | 104060  | xi Cyg
200761  | 104139  | theta Cap
201251  | 104194  | 63 Cyg
201091  | 104214  | 61A Cyg
201092  | 104217  | 61B Cyg
200914  | 104234  | 24 Cap
201184  | 104365  | chi Cap
201301  | 104429  | 26 Cap
201352  | 104452  | 27 Cap
201381  | 104459  | nu Aqr
202109  | 104732  | zeta Cyg
202444  | 104887A | tau A Cyg
202320  | 104963  | phi Cap
202369  | 104974  | 29 Cap
202466  | 105019  | 14 Aqr
202850  | 105102  | sigma Cyg
202904  | 105138  | upsilon Cyg
202671  | 105143  | 30 Cap
202753  | 105164  | 15 Aqr
202723  | 105168  | 31 Cap
203064  | 105186  | 68 Cyg
203280  | 105199  | alpha Cep
203467  | 105268  | 6 Cep
203222  | 105412  | 16 Aqr
203387  | 105515  | iota Cap
203525  | 105574  | 17 Aqr
203638  | 105665  | 33 Cap
203705  | 105668  | 18 Aqr
203843  | 105729  | 20 Aqr
203875  | 105761  | 19 Aqr
203926  | 105767  | 21 Aqr
204172  | 105811  | 69 Cyg
204075  | 105881  | zeta Cap
204139  | 105928  | 35 Cap
204403  | 105942  | 70 Cyg
204770  | 105972  | 7 Cep
205021  | 106032  | beta Cep
204381  | 106039  | 36 Cap
204771  | 106093  | 71 Cyg
204867  | 106278  | beta Aqr
205435  | 106481  | rho Cyg
205512  | 106551  | 72 Cyg
205289  | 106559  | 37 Cap
205306  | 106568  | 38 Cap
205835  | 106711  | 74 Cyg
205637  | 106723  | epsilon Cap
205767  | 106786  | xi Aqr
206165  | 106801  | 9 Cep
206058  | 106942B | 24B Aqr
206058  | 106942A | 24A Aqr
206067  | 106944  | 25 Aqr
206088  | 106985  | gamma Cap
206330  | 106999  | 75 Cyg
206301  | 107095  | 42 Cap
206538  | 107097  | 76 Cyg
206952  | 107119  | 11 Cep
206356  | 107128  | 41 Cap
206672  | 107136  | pi 1 Cyg
206445  | 107144  | 26 Aqr
206644  | 107162A | 77A Cyg
206453  | 107188  | kappa Cap
206561  | 107232  | 44 Cap
206774  | 107253  | 79 Cyg
206936  | 107259  | mu Cep
206677  | 107302  | 45 Cap
206827  | 107310B | mu 2 Cyg
206826  | 107310A | mu 1 Cyg
206834  | 107382  | 46 Cap
207260  | 107418  | nu Cep
207005  | 107487  | 47 Cap
207052  | 107517  | lambda Cap
207061  | 107527  | 50 Cap
207330  | 107533A | pi 2A Cyg
207098  | 107556  | delta Cap
207528  | 107586  | 12 Cep
207958  | 108036  | mu Cap
208501  | 108165  | 13 Cep
209369  | 108535  | 16 Cep
209128  | 108691  | 28 Aqr
209481  | 108772  | 14 Cep
209278  | 108797A | 29A Aqr
209396  | 108868  | 30 Aqr
209409  | 108874  | omicron Aqr
209791  | 108917B | xi B Cep
209790  | 108917A | xi A Cep
209772  | 108924  | 18 Cep
209744  | 108925  | 15 Cep
209625  | 108991  | 32 Aqr
209960  | 109005  | 20 Cep
209975  | 109017  | 19 Cep
209750  | 109074  | alpha Aqr
209819  | 109139  | iota Aqr
210191  | 109332  | 35 Aqr
210269  | 109369  | 36 Aqr
210807  | 109400  | 24 Cep
210422  | 109460  | 37 Aqr
210424  | 109472  | 38 Aqr
210745  | 109492  | zeta Cep
210839  | 109556  | lambda Cep
210705  | 109624B | 39B Aqr
210705  | 109624A | 39A Aqr
210845  | 109720  | 40 Aqr
210960  | 109786A | 41A Aqr
211336  | 109857  | epsilon Cep
211361  | 110000  | 42 Aqr
211391  | 110003  | theta Aqr
211434  | 110023  | 44 Aqr
211833  | 110103  | 25 Cep
211676  | 110179  | 45 Aqr
211838  | 110273  | rho Aqr
212010  | 110391  | 47 Aqr
212061  | 110395  | gamma Aqr
212271  | 110529  | 49 Aqr
212404  | 110578  | 51 Aqr
212430  | 110602  | 50 Aqr
212571  | 110672  | pi Aqr
212697  | 110778B | 53B Aqr
212698  | 110778A | 53A Aqr
212741  | 110786  | 54 Aqr
213403  | 110787  | 28 Cep
213087  | 110817  | 26 Cep
213051  | 110960B | zeta 1 Aqr
213052  | 110960A | zeta 2 Aqr
213307  | 110991  | delta C Cep
213306  | 110991  | delta A Cep
213798  | 111056  | rho Cep
213236  | 111086  | 56 Aqr
213320  | 111123A | sigma A Aqr
213464  | 111200  | 58 Aqr
213789  | 111394  | 60 Aqr
213845  | 111449  | upsilon Aqr
213998  | 111497  | eta Aqr
214470  | 111532  | 31 Cep
214028  | 111539  | 61 Aqr
214376  | 111710  | kappa Aqr
214734  | 111797  | 30 Cep
214572  | 111843  | 64 Aqr
215097  | 112161  | 65 Aqr
215143  | 112179  | 67 Aqr
215167  | 112211  | 66 Aqr
215721  | 112529  | 68 Aqr
215766  | 112542  | tau 1 Aqr
215874  | 112615  | 70 Aqr
216032  | 112716  | tau 2 Aqr
216228  | 112724  | iota Cep
216182  | 112813  | 72 Aqr
216386  | 112961  | lambda Aqr
216494  | 113031  | 74 Aqr
216567  | 113085  | 75 Aqr
216637  | 113127  | 78 Aqr
216627  | 113136  | delta Aqr
216640  | 113148  | 77 Aqr
217531  | 113674  | 81 Aqr
217675  | 113726A | omicron A And
217675  | 113726B | omicron B And
217701  | 113781  | 82 Aqr
217782  | 113788A | 2A And
218031  | 113919  | 3 And
218060  | 113996B | 83B Aqr
218060  | 113996A | 83A Aqr
218081  | 114006  | 84 Aqr
218173  | 114054  | 85 Aqr
218376  | 114104  | 1 Cas
218240  | 114119  | 86 Aqr
218331  | 114164  | 87 Aqr
218452  | 114200  | 4 And
218470  | 114210  | 5 And
218658  | 114222B | pi B Cep
218658  | 114222A | pi A Cep
218594  | 114341  | 88 Aqr
218753  | 114365  | 2 Cas
218640  | 114375  | 89 Aqr
218804  | 114430  | 6 And
219080  | 114570  | 7 And
219215  | 114724  | phi Aqr
219449  | 114855  | psi 1 Aqr
219576  | 114939  | chi Aqr
219734  | 115022  | 8 And
219688  | 115033  | psi 2 Aqr
219815  | 115065  | 9 And
219916  | 115088B | omicron B Cep
219916  | 115088A | omicron A Cep
219832  | 115115  | psi 3 Aqr
219834  | 115126  | 94 Aqr
219877  | 115142  | 96 Aqr
219945  | 115152  | 11 And
219981  | 115191  | 10 And
220117  | 115280  | 12 And
220278  | 115404A | 97A Aqr
220278  | 115404B | 97B Aqr
220321  | 115438  | 98 Aqr
220652  | 115590  | 4 Cas
220704  | 115669  | 99 Aqr
220885  | 115755  | 13 And
221345  | 116076  | 14 And
221357  | 116118  | 100 Aqr
221565  | 116247A | 101A Aqr
221565  | 116247B | 101B Aqr
221756  | 116354  | 15 And
222107  | 116584  | lambda And
222173  | 116631  | iota And
222304  | 116709  | 18 And
222404  | 116727  | gamma Cep
222345  | 116758  | omega 1 Aqr
222439  | 116805  | kappa And
222547  | 116889  | 103 Aqr
222574  | 116901  | 104 Aqr
222661  | 116971  | omega 2 Aqr
222847  | 117089  | 106 Aqr
223024  | 117218A | 107A Aqr
223047  | 117221  | psi And
223165  | 117301  | tau Cas
223385  | 117447B | 6B Cas
223385  | 117447A | 6A Cas
223640  | 117629  | 108 Aqr
224014  | 117863  | rho Cas
224481  | 118178  | 1 Cet
224572  | 118243B | sigma B Cas
224572  | 118243A | sigma A CasDELPHINUS through LYRA
2151    | 2021    | beta Hyi
4815    | 3781    | lambda Hyi
10144   | 7588    | alpha Eri
10859   | 7879    | tau 1 Hyi
11604   | 8366    | tau 2 Hyi
11733   | 8751    | eta 1 Hyi
11977   | 8928    | eta 2 Hyi
12363   | 8991    | sigma Hyi
11937   | 9007    | chi Eri
12311   | 9236    | alpha Hyi
12438   | 9440    | pi For
12767   | 9677    | nu For
13709   | 10320   | mu For
14141   | 10418   | pi 1 Hyi
14287   | 10513   | pi 2 Hyi
14228   | 10602   | phi Eri
15008   | 11001   | delta Hyi
14802   | 11072   | kappa For
15248   | 11095   | kappa Hyi
15233   | 11258   | lambda Hor
15371   | 11407   | kappa Eri
15427   | 11477   | phi For
16522   | 11757   | mu Hyi
15975   | 11867   | lambda 1 For
16046   | 11918B  | omega B For
16046   | 11918A  | omega A For
16307   | 12122   | iota 1 For
16417   | 12186   | lambda 2 For
16555   | 12225   | eta Hor
16538   | 12288   | iota 2 For
16978   | 12394   | epsilon Hyi
16754   | 12413   | sigma Eri
16920   | 12484   | zeta Hor
16815   | 12486   | iota Eri
17051   | 12653   | iota Hor
17206   | 12843   | tau 1 Eri
17504   | 12871   | gamma Hor
17566   | 12876   | zeta Hyi
17528   | 13040   | eta 1 For
17848   | 13141   | nu Hor
17652   | 13147   | beta For
17713   | 13197   | gamma 1 For
17729   | 13202   | gamma 2 For
17793   | 13225   | eta 2 For
18293   | 13244   | nu Hyi
17829   | 13265   | eta 3 For
17824   | 13288   | tau 2 Eri
18149   | 13473   | psi For
18322   | 13701   | eta Eri
18454   | 13782   | 4 Eri   
18535   | 13835   | 6 Eri   
18622   | 13847A  | theta 1 Eri
18623   | 13847B  | theta 2 Eri
18866   | 13884   | beta Hor
18692   | 13942   | zeta For
18633   | 13951   | 5 Eri   
18760   | 14040   | 7 Eri   
18784   | 14060   | rho 1 Eri
18907   | 14086   | epsilon For
19400   | 14131   | theta Hyi
18978   | 14146   | tau 3 Eri
18953   | 14168   | rho 2 Eri
19319   | 14240   | mu Hor
19107   | 14293   | rho 3 Eri
20010   | 14879B  | alpha B For
20010   | 14879A  | alpha A For
20320   | 15197   | zeta Eri
21024   | 15201   | iota Hyi
20395   | 15244   | 14 Eri  
20610   | 15382A  | 15A Eri 
20610   | 15382B  | 15B Eri 
20720   | 15474   | tau 4 Eri
21423   | 15987   | chi 1 For
21574   | 16112   | chi 2 For
21635   | 16156A  | chi 3A For
21790   | 16341   | 17 Eri  
22049   | 16537   | epsilon Eri
22203   | 16611   | tau 5 Eri
22470   | 16803A  | 20A Eri 
22789   | 17007   | tau For
22713   | 17027   | 21 Eri  
22920   | 17167   | 22 Eri  
23227   | 17304   | delta For
23249   | 17378   | delta Eri
23363   | 17457   | 24 Eri  
23413   | 17506   | 25 Eri  
23614   | 17593   | pi Eri
23738   | 17618   | sigma For
23754   | 17651   | tau 6 Eri
24512   | 17678   | gamma Hyi
23878   | 17717   | tau 7 Eri
23940   | 17738   | rho For
24371   | 18122   | 29 Eri  
24388   | 18141   | 30 Eri  
24587   | 18216   | tau 8 Eri
24554   | 18255B  | 32B Eri 
24555   | 18255A  | 32A Eri 
25025   | 18543   | gamma Eri
25267   | 18673   | tau 9 Eri
25340   | 18788   | 35 Eri  
26409   | 19483   | 37 Eri  
26612   | 19515A  | delta A Hor
26612   | 19515B  | delta B Hor
26574   | 19587   | omicron 1 Eri
26967   | 19747   | alpha Hor
26846   | 19777A  | 39A Eri 
26965   | 19849   | omicron 2 Eri
27290   | 19893   | gammaDor
27376   | 20042   | upsilon 4 Eri
27861   | 20507   | xiEri
28028   | 20535   | upsilon 3 Eri
28749   | 21139   | 45 Eri  
29085   | 21248   | upsilon 1 Eri
29009   | 21278A  | 46A Eri 
29009   | 21278B  | 46B Eri 
29305   | 21281A  | alpha A Dor
29305   | 21281B  | alpha B Dor
29064   | 21296   | 47 Eri  
29291   | 21393   | upsilon 2 Eri
29248   | 21444   | nu Eri
29391   | 21547   | 51 Eri  
29503   | 21594B  | 53B Eri 
29503   | 21594A  | 53A Eri 
29755   | 21763   | 54 Eri  
30020   | 21986B  | 55B Eri 
30021   | 21986A  | 55A Eri 
30076   | 22024   | 56 Eri  
30478   | 22040   | kappa Dor
30211   | 22109   | mu Eri
30495   | 22263   | 58 Eri  
30606   | 22325   | 59 Eri  
30814   | 22479   | 60 Eri  
31109   | 22701   | omega Eri
31512   | 22958   | 62 Eri  
32008   | 23221   | 63 Eri  
32045   | 23231   | 64 Eri  
32249   | 23364   | psi Eri
32503   | 23474   | 1 Lep   
32887   | 23685   | epsilon Lep
33262   | 23693   | zeta Dor
32964   | 23794   | 66 Eri  
33111   | 23875   | beta Eri
33256   | 23941   | 68 Eri  
33328   | 23972   | lambda Eri
33802   | 24244   | iota Lep
33904   | 24305   | mu Lep
33949   | 24327B  | kappa B Lep
33949   | 24327A  | kappa A Lep
34649   | 24372   | theta Dor
34816   | 24845   | lambda Lep
34863   | 24873   | nu Lep
35337   | 25202   | 8 Lep   
36189   | 25429   | lambda Dor
36079   | 25606   | beta Lep
36473   | 25853   | 10 Lep  
36673   | 25985   | alpha Lep
37350   | 26069   | beta Dor
38090   | 26865   | 12 Lep  
38393   | 27072   | gamma A Lep
39014   | 27100   | delta Dor
38678   | 27288   | zeta Lep
39844   | 27534   | epsilon Dor
39364   | 27654   | delta Lep
40136   | 28103   | eta Lep
41116   | 28734A  | 1A Gem  
41116   | 28734B  | 1B Gem  
41511   | 28816   | 17 Lep  
41695   | 28610   | theta Lep
42525   | 28909   | eta 1 Dor
41543   | 28969   | 2 Gem   
42042   | 29048   | 19 Lep  
43107   | 29134   | nu Dor
42087   | 29225A  | 3A Gem  
42087   | 29225B  | 3B Gem  
42216   | 29288A  | 4A Gem  
42216   | 29288B  | 4B Gem  
43455   | 29353   | eta 2 Dor
42398   | 29379   | 5 Gem   
42543   | 29450   | 6 Gem   
42995   | 29655B  | eta B Gem
42995   | 29655A  | eta A Gem
43261   | 29789   | 8 Gem   
43384   | 29840   | 9 Gem   
42973   | 29919   | 1 Lyn   
43740   | 30003   | 10 Gem  
43818   | 30046   | 11 Gem  
43836   | 30049   | 12 Gem  
43378   | 30060   | 2 Lyn   
43812   | 30272B  | 4B Lyn  
43812   | 30272A  | 4A Lyn  
43749   | 30278   | 3 Lyn   
45669   | 30321   | pi 1 Dor
44478   | 30343   | mu Gem
46116   | 30565   | pi 2 Dor
44974   | 30588   | 14 Gem  
44708   | 30679   | 5 Lyn   
45352   | 30756   | 15B Gem 
45352   | 30757   | 15A Gem 
45394   | 30769   | 16 Gem  
45542   | 30883   | nu Gem
45410   | 31039   | 6 Lyn   
46031   | 31105   | 19 Gem  
46136   | 31156   | 20B Gem 
46136   | 31158   | 20A Gem 
46101   | 31359   | 7 Lyn   
46516   | 31368   | 22 Gem  
46781   | 31525   | 23 Gem  
46318   | 31526   | 9 Lyn   
46590   | 31665   | 11 Lyn  
46480   | 31676   | 8 Lyn   
47105   | 31681   | gamma Gem
46635   | 31763   | 10 Lyn  
47731   | 32019   | 25 Gem  
48097   | 32104   | 26 Gem  
48329   | 32246   | epsilon Gem
48433   | 32249   | 30 Gem  
48450   | 32311   | 28 Gem  
48737   | 32362   | xi Gem
48843   | 32404   | 32 Gem  
48250   | 32438A  | 12A Lyn 
48250   | 32438B  | 12B Lyn 
48432   | 32489   | 13 Lyn  
49606   | 32753   | 33 Gem  
49738   | 32814   | 35 Gem  
49908   | 32921   | 36 Gem  
50019   | 33018   | theta Gem
49618   | 33048B  | 14B Lyn 
49618   | 33048A  | 14A Lyn 
50635   | 33202A  | 38A Gem 
50635   | 33202B  | 38B Gem 
50692   | 33277   | 37 Gem  
50522   | 33449   | 15 Lyn  
50973   | 33485   | 16 Lyn  
51530   | 33595   | 39 Gem  
51688   | 33650   | 40 Gem  
52005   | 33715   | 41 Gem  
52497   | 33927   | omega Gem
52973   | 34088   | zeta Gem
53257   | 34182   | 44 Gem  
54131   | 34440   | 45 Gem  
53633   | 34572   | 17 Lyn  
54719   | 34693   | tau Gem
54801   | 34722   | 47 Gem  
55052   | 34819   | 48 Gem  
55156   | 34861   | 49 Gem  
55383   | 34909A  | 51A Gem 
55621   | 35025   | 52 Gem  
55280   | 35146   | 18 Lyn  
55870   | 35152   | 53 Gem  
56537   | 35350   | lambda Gem
56986   | 35550   | delta Gem
57423   | 35699   | 56 Gem  
57066   | 35726   | 20B Lyn 
57067   | 35731   | 20A Lyn 
57102   | 35783   | 19B Lyn 
57103   | 35785   | 19A Lyn 
237611  | 35787   | 19D Lyn 
57744   | 35842   | 58 Gem  
57727   | 35846   | 57 Gem  
57927   | 35941   | 59 Gem  
58207   | 36046   | iota Gem
58142   | 36145   | 21 Lyn  
58579   | 36156   | 61 Gem  
58728   | 36238   | 63 Gem  
58946   | 36366   | rho Gem
59037   | 36393   | 64 Gem  
59148   | 36429   | 65 Gem  
58855   | 36439   | 22 Lyn  
60081   | 36739   | 67 Gem  
60107   | 36760   | 68 Gem  
60179   | 36850A  | alpha A Gem
60178   | 36850B  | alpha B Gem
60522   | 36962   | upsilon Gem
60986   | 37204   | 70 Gem  
61110   | 37265   | omicron Gem
61338   | 37300   | 74 Gem  
61106   | 37406   | 23 Lyn  
61497   | 37609   | 24 Lyn  
62044   | 37629   | sigma Gem
62285   | 37704   | 76 Gem  
62345   | 37740   | kappa Gem
62510   | 37811   | 79 Gem  
62509   | 37826   | beta Gem
62721   | 37908   | 81 Gem  
62898   | 38016   | pi Gem
63208   | 38106A  | 82A Gem 
63208   | 38106B  | 82B Gem 
64092   | 38495   | 84 Gem  
64145   | 38538   | phi Gem
64106   | 38623   | 25 Lyn  
64144   | 38639   | 26 Lyn  
64648   | 38722   | 85 Gem  
66216   | 39424   | chi Gem
66824   | 39722   | 28 Lyn  
67006   | 39847   | 27 Lyn  
68930   | 40646   | 29 Lyn  
69548   | 40875   | 30 Lyn  
70272   | 41075   | 31 Lyn  
70958   | 41211   | 1 Hya   
71297   | 41375   | 2 Hya   
72291   | 41975   | 32 Lyn  
72524   | 42090   | 33 Lyn  
72968   | 42146   | 3 Hya   
73262   | 42313   | delta Hya
73471   | 42402   | sigma Hya
73840   | 42509   | 6 Hya   
73593   | 42604   | 34 Lyn  
74137   | 42662   | 9 Hya   
74280   | 42799   | eta Hya
74591   | 42931   | 10 Hya  
74918   | 43067   | 12 Hya  
74874   | 43109C  | epsilon C Hya
74874   | 43109A  | epsilon A Hya
74874   | 43109B  | epsilon B Hya
75137   | 43234   | rho Hya
75333   | 43305   | 14 Hya  
75737   | 43496A  | 15A Hya 
75737   | 43496B  | 15B Hya 
75506   | 43531   | 35 Lyn  
76294   | 43813   | zeta Hya
76369   | 43822B  | 17B Hya 
76370   | 43822A  | 17A Hya 
77996   | 44659   | omega Hya
78556   | 44883B  | 19B Hya 
78556   | 44883A  | 19A Hya 
78732   | 44961   | 20 Hya  
79193   | 45184   | 21 Hya  
79158   | 45290   | 36 Lyn  
79469   | 45336   | theta Hya
79931   | 45526   | 24 Hya  
79910   | 45527   | 23 Hya  
80105   | 45588   | 25 Hya  
80081   | 45688A  | 38A Lyn 
80499   | 45751   | 26 Hya  
80550   | 45802C  | 27C Hya 
80550   | 45802B  | 27B Hya 
80586   | 45811   | 27A Hya 
80493   | 45860   | alpha Lyn
81146   | 46146   | kappa Leo
81420   | 46221   | 28 Hya  
81728   | 46365B  | 29B Hya 
81728   | 46365A  | 29A Hya 
81797   | 46390   | alpha Leo
81858   | 46454A  | omega A Leo
81858   | 46454B  | omega B Leo
81873   | 46457   | 3 Leo   
81997   | 46509   | tau 1 Hya
82087   | 46652   | 7 LMi   
82198   | 46735   | 8 LMi   
82308   | 46750   | lambda Leo
82395   | 46771   | xi Leo
82381   | 46774   | eta Leo 
82446   | 46776   | tau 2 Hya
82522   | 46904   | 9 LMi   
82635   | 46952   | 10 LMi  
82870   | 46982   | 33 Hya  
82885   | 47080   | 11 LMi  
83023   | 47096   | 7 Leo   
83189   | 47189   | 8 Leo   
83240   | 47205   | 10 Leo  
83273   | 47247   | 9 Leo   
83373   | 47249   | 34 Hya  
83343   | 47266   | 11 Leo  
83287   | 47300   | 42 Lyn  
83469   | 47382   | 12 Leo  
83650   | 47427A  | 37A Hya 
83618   | 47431   | iota Hya
83754   | 47452   | kappa Hya
83808   | 47508   | omicron Leo
83821   | 47550   | 13 Leo  
83805   | 47570   | 43 Lyn  
83951   | 47631   | 13 LMi  
84194   | 47723   | psi Leo
84441   | 47908   | epsilon Leo
84561   | 47959   | 18 Leo  
84722   | 48029   | 19 Leo  
85040   | 48218A  | 20A Leo 
85040   | 48218B  | 20B Leo 
85029   | 48256   | 16 LMi  
85259   | 48298   | 21 Leo  
85268   | 48324   | 23 Leo  
85444   | 48356   | upsilon 1 Hya
85376   | 48390   | 22 Leo  
85373   | 48428   | 17 LMi  
85503   | 48455   | mu Leo
86146   | 48833   | 19 LMi  
86359   | 48881   | 26 Leo  
86360   | 48883   | nu Leo
86663   | 49029   | pi Leo
86728   | 49081   | 20 LMi  
87504   | 49402   | upsilon 2 Hya
87737   | 49583   | eta Leo
87696   | 49593   | 21 LMi  
87837   | 49637   | 31 Leo  
87901   | 49669   | alpha Leo
88284   | 49841   | lambda Hya
88233   | 49850   | 33 Leo  
88355   | 49929A  | 34A Leo 
88355   | 49929B  | 34B Leo 
88786   | 50218   | 22 LMi  
88960   | 50303   | 23 LMi  
88986   | 50316   | 24 LMi  
89010   | 50319   | 35 Leo  
89056   | 50333   | 37 Leo  
89025   | 50335   | zeta Leo
89125   | 50384   | 39 Leo  
89449   | 50564   | 40 Leo  
89484   | 50583   | gamma 1 Leo
89485   | 50583   | gamma 2 Leo
89774   | 50755   | 42 Leo  
89962   | 50851   | 43 Leo  
89892   | 50857   | 26 LMi  
89904   | 50860   | 27 LMi  
90040   | 50935   | 28 LMi  
90254   | 51008   | 44 Leo  
90250   | 51047   | 29 LMi  
90277   | 51056   | 30 LMi  
90432   | 51069   | mu Hya
90569   | 51213   | 45 Leo  
90537   | 51233A  | beta A LMi
90537   | 51233B  | beta B LMi
90840   | 51420   | 32 LMi  
91130   | 51556   | 33 LMi  
91232   | 51585   | 46 Leo  
91369   | 51614   | 43 Hya  
91316   | 51624   | rho Leo
91365   | 51685   | 34 LMi  
91550   | 51718   | 44 Hya  
91612   | 51775   | 48 Leo  
91636   | 51802B  | 49B Leo 
91636   | 51802A  | 49A Leo 
91880   | 51905   | phi 2 Hya
91752   | 51914   | 35 LMi  
92000   | 52032   | 36 LMi  
92214   | 52085   | phi 1 Hya
92125   | 52098   | 37 LMi  
92196   | 52120   | 50 Leo  
92168   | 52139   | 38 LMi  
92371   | 52240   | 39 LMi  
92769   | 52422   | 40 LMi  
92825   | 52457   | 41 LMi  
93152   | 52638   | 42 LMi  
93291   | 52689   | 52 Leo  
