Hip|HD|BayerFlamsteed|ProperName
||Sol|Sol
 73174|131901||
 73175|132560||
 73178|132256||
 73182|131976|| 
 73183| ||
 73184|131977|          |33 G. Lib
 73189|131992||
 73192| || 
 73193|132132|          | 
 73194| ||
 73195|131921||
 73199|132813|          | 
 73203|132304||
 73206|132445||
 73211|132296||
 73213|132112||
 73214|132277||
 73215|131903||
 73223|131109|          | 
 73238|132150||
 73241|131923|          | 
 73245|132307||
 73249|132230| 17    Lib| 
 73252| || 
 73253|132343||
 73258| ||
 73266|132094||
 73269|132173||
 73273|132058|   Bet Lup| 
 73279|132096|          | 
 73284|132219| 59    Hya| 
 73283|132890||
 73299|133541||
 73301|132504||
 73302| ||
 73303|132524||
 73309|132375|          | 
 73310|132345| 18    Lib| 
 73314|132425||
 73329|132121||
 73334|132200|   Kap Cen| 
 73336|132122||
 73341|132238|          | 
 73345|132101||
 73350|132525|          | 
 73353|132736||
 73354|132242|          | 
 73357|132347||
 73360| ||
 73362| || 
 73365|132830||
 73366|132910||
 73369|132772| 40    Boo| 
 73370|132411||
 73379|132348||
 73383|132301||
 73393|132302||
 73394|131551|          | 
 73395|132679||
 73398|132396||
 73403|133229||
 73404|132892||
 73407|132381||
 73410|133328||
 73415|131425|          | 
 73424|132701||
 73427| ||
 73428|132569||
 73434|132720||
 73436|133109||
 73440|133621||
 73449|132756||
 73454|133029|          | 
 73457|132683|| 
 73458|132249||
 73464|132879|          | 
 73470| || 
 73473|132742| 19Del Lib| 
 73476|133030||
 73480|132832||
 73481| ||
 73483|132209||
 73485|132602||
 73493|132604|          | 
 73494|132127||
 73497|132833|          | 
 73500|132004||
 73506|133207||
 73507|133388|          | 
 73512|132950||
 73518|132883||
 73520|132322||
 73522|132481||
 73531| || 
 73536|132933|          | 
 73540|130650|   Pi 1Oct| 
 73547|132648||
 73555|133208| 42Bet Boo| 
 73557|132606||
 73559|132763|          | 
 73565|132935||
 73566|132851| 60    Hya| 
 73568|133124| 41Ome Boo| 
 73571|132953||
 73586|133253||
 73587|133008||
 73589|133254||
 73590|133445||
 73593|133161||
 73608|133112|          | 
 73620|133165|110    Vir| 
 73622|132840||
 73623|133826||
 73624|132955|          | 
 73631| || 
 73633|132899||
 73634|133392|          | 
 73635|133330||
 73636|133093||
 73637|133484|          | 
 73639|132920||
 73646|133312||
 73649| ||
 73650|132996||
 73653|132960||
 73654|133666||
 73655|133234||
 73659| ||
 73661|133768||
 73672|133077||
 73674|133131||
 73675|133485|          | 
 73676|133235||
 73686|133371||
 73695|133640| 44    Boo| 
 73699|133459||
 73700|133460||
 73706|133994|          | 
 73714|133216| 20Sig Lib| 
 73716|133408|          | 
 73717|133352||
 73725| ||
 73730|133909||
 73734| || 
 73740|132984||
 73745|133582| 43Psi Boo| 
 73747|133395||
 73749|132985||
 73754|133295||
 73764|133220|          | 
 73765|133725||
 73771|131246|   Pi 2Oct| 
 73776|132905|   Eta Cir| 
 73785|132924||
 73786| || 
 73787|133412|| 
 73803| ||
 73807|133242|   Pi  Lup| 
 73811|133321||
 73812|132675||
 73814|133322||
 73824|133434||
 73826|133340|          | 
 73841|133962| 47    Boo| 
 73846|133584||
 73850|133469||
 73862|133645||
 73864|134585||
 73865|133529|          | 
 73869|134319|| 
 73877|133745||
 73881|133399||
 73884|133603||
 73896|133627||
 73900|133604||
 73901|133550|          | 
 73909|134190|          | 
 73914|133818||
 73921|132874||
 73927|133670|          | 
 73930|133841||
 73934|134043||
 73937|133652|          | 
 73939|133772||
 73941|134044|          | 
 73945|133774| 21Nu  Lib| 
 73953|133800||
 73966|133518||
 73974|133716||
 73977|133948||
 73980|133049|          | 
 73987|133750||
 73989|133507||
 73992|133843||
 73993|134062||
 73996|134083| 45    Boo| 
 73998|134012||
 74000|134064|          | 
 74006|133631|          | 
 74013|134645||
 74016|134066||
 74018|134028||
 74026|134047|          | 
 74037|134646||
 74044|133557||
 74045|135363||
 74047|133456|          | 
 74049|133822||
 74052|134246||
 74066|133880|          | 
 74067|134088||
 74080|134352||
 74082|134807||
 74083|134493|          | 
 74087|134320| 46    Boo| 
 74091|132501||
 74092|135143||
 74093|133525||
 74094|134586||
 74096|134335|          | 
 74100|133937|          | 
 74107|134851||
 74109|134305||
 74110|133699||
 74115|133426||
 74117|133955|   Lam Lup| 
 74118|134353||
 74121|134323|          | 
 74122|133790||
 74126|134251||
 74130|134454||
 74131|134140||
 74135|134474||
 74139|134054||
 74141|133385||
 74144|134055||
 74145|134214||
 74147|133738||
 74148| || 
 74155|135119||
 74161| ||
 74164| ||
 74176|134788||
 74181|133792|          | 
 74182|134370||
 74183|134495||
 74184|133683|          | 
 74188|134358||
 74190| || 
 74192|133638||
 74196|134197||
 74203|134328||
 74206|134329||
 74224|134255|          | 
 74227|133369||
 74234|134440|| 
 74235|134439|| 
 74239|134373|          | 
 74240|132930||
 74243|134180||
 74253|134627||
 74254|133684||
 74255|134220||
 74261| ||
 74264|134237||
 74265|134772||
 74268|134331||
 74271|134330||
 74272|135384|          | 
 74273|134060|          | 
 74286|134792||
 74296|131596|   Ome Oct| 
 74297|134313||
 74301|134630||
 74304| ||
 74305|134270|          | 
 74311|134649||
 74329|134443|          | 
 74331| ||
 74333|134852||
 74336|134444|          | 
 74338|134737||
 74347|134038||
 74357|134574||
 74359|134854||
 74367|134700||
 74373|134871||
 74374|134903||
 74376|134481|   Kap1Lup| 
 74381|135078||
 74380|134482|   Kap2Lup| 
 74385|134963||
 74386|134943|          | 
 74389|134664||
 74391|134758||
 74392|134759| 24Iot1Lib| 
 74395|134505|   Zet Lup| 
 74396|135144||
 74401|134796||
 74412|134812||
 74415|134345||
 74418|134597|          | 
 74421|133981|          | 
 74425|134945||
 74433|135364||
 74432|135101|          | 
 74434| || 
 74437|135080||
 74441|135061||
 74443|134985|| 
 74447|134598||
 74449|134687|          | 
 74461|134642||
 74465|135401||
 74470|134468|          | 
 74468|134799||
 74479|134837|          | 
 74488|135027||
 74490|134946|          | 
 74493|134967| 25Iot2Lib| 
 74500|134987| 23    Lib| 
 74501|134672||
 74505|135263|          | 
 74514|135402|          | 
 74531|135107||
 74536|134082||
 74537|135204|| 
 74539|135051|          | 
 74551|135558||
 74552|134657||
 74553|135517||
 74555| || 
 74561|135438|          | 
 74570|134990||
 74571|135530|          | 
 74581|135207||
 74582|134453|          | 
 74592|134977||
 74593|135208||
 74595|135298||
 74596|135502| 48Chi Boo| 
 74598|134785||
 74600|135230| 26    Lib| 
 74604|135153|  1    Lup| 
 74605|136064|          | 
 74609|134820||
 74622|135088||
 74623|135367|          | 
 74625|136174|          | 
 74631|135631||
 74633|135386||
 74649|135482|  3    Ser| 
 74653|134606||
 74657|135174||
 74663|133921||
 74666|135722| 49Del Boo| 
 74670|135576||
 74674| ||
 74675|135390||
 74678|135679||
 74682| ||
 74689|135559|  4    Ser| 
 74690|135944||
 74695|135615||
 74696|135235|          | 
 74701|134735||
 74702|135599||
 74703|135578||
 74707|135345|          | 
 74711|135697||
 74716|135348|          | 
 74725|135310||
 74730|135891||
 74732|135534|          | 
 74733|134333||
 74734|135792||
 74740|135416||
 74745|135452||
 74748|135375||
 74749|135774||
 74750|135160|          | 
 74752|135454||
 74765|135681||
 74769|135430||
 74771|135725||
 74775|135468||
 74778|135240|   Del Cir| 
 74782|135549||
 74785|135742| 27Bet Lib| 
 74793|136726| 11    UMi| 
 74795|135377||
 74801|135139||
 74806|136727||
 74808|136402||
 74810|136115||
 74815| ||
 74818|136919||
 74821|135991||
 74824|135379|   Bet Cir| 
 74825|135825||
 74834|136691||
 74837|135291|   Eps Cir| 
 74841|135894||
 74842|135872||
 74847|135667||
 74853|135624||
 74857|135758|  2    Lup| 
 74858|136137||
 74868|136159||
 74875|135730|          | 
 74876|135669||
 74880|137527||
 74885|136290||
 74886|136494||
 74890|135760||
 74891| ||
 74893|136176||
 74895|136027||
 74896|136138|          | 
 74901|136028|          | 
 74911|135734|   Mu  Lup| 
 74915|135748||
 74917|134583||
 74918|136010||
 74926| || 
 74929|135896|          | 
 74930|136160||
 74931|136160||
 74935|136577||
 74936|135689||
 74941|135591|          | 
 74946|135382|   Gam TrA| 
 74948|136118||
 74950|135876|          | 
 74954|136274||
 74967|135674||
 74975|136202|  5    Ser| 
 74976|136749||
 74981| ||
 74982|136140||
 74995| || 
 74999|135338||
 75000|136403|          | 
 75003|136014|          | 
 75011| ||
 75012|136121||
 75018|135592||
 75027|136205||
 75030|136881||
 75038|136257||
 75039|136580||
 75043|136729|          | 
 75046|136404||
 75049|136512|  1Omi CrB| 
 75054|135902||
 75059|136563||
 75062| ||
 75063|135219||
 75069|136378||
 75077|136246||
 75078|138366||
 75079|135917||
 75084|136380||
 75085|136344||
 75090| ||
 75091|135737|          | 
 75092|136295||
 75093|136751|          | 
 75095|136003||
 75096|136497||
 75097|137422| 13Gam UMi| 
 75101|136442|          | 
 75104|136654||
 75107|136795||
 75110|136366| 28    Lib| 
 75112|136406||
 75118|136407| 29Omi Lib| 
 75119|136514|  6    Ser| 
 75122|136187||
 75124| ||
 75125|136643|          | 
 75127|136479|          | 
 75131|136480||
 75132|136655||
 75134|136113||
 75141|136298|   Del Lup| 
 75151|136347|          | 
 75152|137686||
 75158|136544||
 75161|136300||
 75163|136754||
 75164|136334|          | 
 75177|136422|   Phi1Lup| 
 75178|136849| 50    Boo| 
 75181|136352|   Nu 2Lup| 
 75187| || 
 75193| ||
 75197|136225||
 75196|136696||
 75201| || 
 75206|136351|   Nu 1Lup| 
 75207|136501||
 75210|136482||
 75220|136301||
 75230|136831|  7    Ser| 
 75233|136901||
 75243|135719||
 75245|137002||
 75247|136486||
 75253|136713|| 
 75255|136466|| 
 75256|137389|          | 
 75257|137071|          | 
 75260|137443|          | 
 75262| ||
 75264|136504|   Eps Lup| 
 75266|136834|| 
 75272|136646||
 75275|137003||
 75277|136923||
 75281|136925||
 75288|136703||
 75292|137491||
 75293|136888||
 75294|136801||
 75304|136664|   Phi2Lup| 
 75306|136505||
 75308|136359|          | 
 75312|137107|  2Eta CrB| 
 75323|136415|   Gam Cir| 
 75324|136607||
 75325|136905||
 75337| ||
 75342|137006|  8    Ser| 
 75349|136537||
 75352|136956|          | 
 75361|137127||
 75363|136894||
 75369|137390|          | 
 75370|137826||
 75379|137052| 31Eps Lib| 
 75382|137182||
 75387| ||
 75389|137687||
 75394|137184||
 75395|136707||
 75397|137128||
 75398|137010||
 75401| ||
 75407|139213||
 75411|137391| 51Mu 1Boo| 
 75416| ||
 75415|137392| 51Mu 2Boo| 
 75425|137588||
 75426| ||
 75433|137035||
 75436|136961||
 75439|136933|   Ups Lup| 
 75423| ||
 75446|137336||
 75447|136289||
 75448|137294||
 75458|137759| 12Iot Dra| 
 75461|136272||
 75467|135961||
 75472|137055||
 75474|137241||
 75476|137015|          | 
 75479|137629||
 75482|136937||
 75495| ||
 75501|137058|          | 
 75508|137664||
 75521|137373||
 75522|136947||
 75523|136899||
 75530|137471|  9Tau1Ser| 
 75535|137510|          | 
 75542|137303|| 
 75541|137719||
 75543|137630||
 75552|137339||
 75558|137193||
 75565|136672|          | 
 75571|137261||
 75572|137704|          | 
 75580|137805||
 75581|137895||
 75583|137688||
 75584|137570||
 75587|137928|          | 
 75595|137870||
 75607|137463||
 75634|141155||
 75638|137313||
 75647|137432|          | 
 75658|136977||
 75665|137066|          | 
 75672| || 
 75674|137853|          | 
 75675| ||
 75676|138004||
 75678|138245|          | 
 75680|137650||
 75686| || 
 75689|137164||
 75694|137613||
 75695|137909|  3Bet CrB| 
 75696|138265|          | 
 75697|137476||
 75699|137364||
 75703|138134||
 75710| || 
 75711|137595||
 75714|137854||
 75718|137763|| 
 75722|137778|| 
 75727|137597||
 75730|137744| 32Zet1Lib| 
 75732|137725||
 75736|129723|          | 
 75738|137617||
 75742|137465|          | 
 75752|138100||
 75753| ||
 75756|137884||
 75761|137898| 10    Ser| 
 75762|137812||
 75764|138406||
 75770|138213|          | 
 75772|137728||
 75783|138367||
 75788|138338|          | 
 75790|137798||
 75798| ||
 75799|138039||
 75809|139777|          | 
 75810|138085||
 75815|137345||
 75818|137785||
 75822|138524|          | 
 75825|138302||
 75828|137709|          | 
 75829|139813||
 75839| ||
 75842|137583||
 75848|137949||
 75861|138157||
 75870|140363||
 75871|138174||
 75873|137384||
 75874|139951||
 75884|137753||
 75892|138104||
 75915|137919||
 75919|138341|          | 
 75920|138216||
 75928|138383|          | 
 75939|138105|          | 
 75944|138137| 34Zet3Lib| 
 75953|138422||
 75956|137866||
 75957|137957||
 75959|137366||
 75971|138290|          | 
 75973|138481| 52Nu 1Boo| 
 75974|138852|          | 
 75978| ||
 75980|137958||
 76000|137683||
 76001|138138||
 76006|138525|          | 
 76008|139669| 15The UMi| 
 76011|137509||
 76013|137387|   Kap1Aps| 
 76028|138268|          | 
 76031|138369||
 76033|138268|          | 
 76042| ||
 76041|138629| 53Nu 2Boo| 
 76043|138483||
 76045| ||
 76048|138221|          | 
 76051| ||
 76063|138204|          | 
 76069|138527| 12Tau2Ser| 
 76071|138343||
 76074| || 
 76073|138191||
 76075|138344||
 76079|138425||
 76106|138413|          | 
 76107| ||
 76113|138109||
 76114|138573||
 76126|138485| 35Zet4Lib| 
 76127|138749|  4The CrB| 
 76133|138562| 11    Ser| 
 76136|138685||
 76140|138472||
 76143|138488|          | 
 76147|137628||
 76153|138546||
 76159|138644||
 76165|138395||
 76170|138153||
 76196|139319||
 76198|138803|          | 
 76200|138549||
 76202| || 
 76203|138648||
 76207|138505|          | 
 76209|138686||
 76217|138575||
 76219|138716| 37    Lib| 
 76223|138276||
 76233|138763|          | 
 76234|138564|          | 
 76236|138363||
 76243|138764|          | 
 76251|138833||
 76256|139586||
 76259|138688| 36    Lib| 
 76267|139006|  5Alp CrB|Alphekka
 76274|139133||
 76276|138917| 13Del Ser| 
 76279|138170||
 76280|138919||
 76282| ||
 76287|138810||
 76291|138936|          | 
 76292|138885||
 76297|138690|   Gam Lup| 
 76299|139193||
 76303|139283||
 76305|139607||
 76306|139307||
 76307|139153|  6Mu  CrB| 
 76310|138813||
 76311|139357|          | 
 76315|139477||
 76327|138741||
 76330|139194||
 76333|138905| 38Gam Lib| 
 76337|139074| 15Tau3Ser| 
 76351|137388||
 76362| ||
 76365|139044||
 76366|139284|          | 
 76371|138769|          | 
 76372|139087|          | 
 76374| ||
 76375|139323|| 
 76376|139493|          | 
 76382|139341|| 
 76383|139088||
 76384|139478|          | 
 76395|138923|          | 
 76396|138497||
 76397|138816|          | 
 76398|139324||
 76401|138196||
 76407|138498|          | 
 76415|138860||
 76422|138499||
 76423|139216||
 76424|139225| 18Tau5Ser| 
 76425|139195| 16    Ser| 
 76427|139137| 14    Ser| 
 76438|139268||
 76440|138538|   Eps TrA| 
 76450|141218||
 76456|139389|          | 
 76470|139063| 39Ups Lib| 
 76473|139094||
 76476|139022||
 76492|139375||
 76503|139160|          | 
 76508|139202||
 76509|139778|          | 
 76519|140227|          | 
 76530|140342||
 76532|139254|          | 
 76534|139641| 54Phi Boo| 
 76535|139184||
 76540|139779||
 76543|139457||
 76545|139327||
 76549|139000||
 76550| ||
 76552|139127|   Ome Lup| 
 76563|139691||
 76566| ||
 76567|139290|          | 
 76568|139798|          | 
 76569|139329|          | 
 76573|139608||
 76579|139780||
 76580|139621||
 76582|139364||
 76586|139408||
 76591|139233|          | 
 76593|140250||
 76594|139906|          | 
 76598|139992||
 76600|139365| 40Tau Lib| 
 76602|139460|          | 
 76603|139461|          | 
 76604|140412||
 76605|139409||
 76606|139206||
 76608|139271|          | 
 76610|139724||
 76612|139609||
 76614|139411||
 76617|139761|          | 
 76618|139129|          | 
 76619|139610||
 76626|138799||
 76628|139446| 41    Lib| 
 76627|140064||
 76629|139084||
 76630|139920||
 76632|143802||
 76634|139622||
 76637|138212||
 76648|138682||
 76650|139332||
 76651|140117|          | 
 76664|138289|          | 
 76666|139518|          | 
 76668| ||
 76669|139891|  7Zet1CrB| 
 76674|139837||
 76687|139236||
 76695|141652||
 76699|139799||
 76701|139502||
 76705|139521|  3Psi1Lup| 
 76714|139628||
 76716|139211|          | 
 76730|139465||
 76733|139862|          | 
 76734|139312||
 76736|138965|          | 
 76739|139613|          | 
 76742|139663| 42    Lib| 
 76747|138914||
 76750|138800|   Kap2Aps| 
 76752|140139||
 76758|139710||
 76762|139525||
 76764|140086||
 76768|139751||
 76773|140101||
 76779|139763||
 76793|139696||
 76799|139598||
 76805|139300||
 76809|139599|          | 
 76810|140027| 19Tau6Ser| 
 76820|140006||
 76824|139677||
 76829|139664|          | 
 76832| || 
 76836|139909||
 76843|139339||
 76849|139616||
 76851|139867||
 76852|140159| 21Iot Ser| 
 76865|140029||
 76866|140160| 20Chi Ser| 
 76877|138867|          | 
 76878|140232| 22Tau7Ser| 
 76880|139997| 43Kap Lib| 
 76892|140122||
 76894|139471||
 76897| ||
 76901| || 
 76906|140233||
 76912| ||
 76924|139828||
 76935|139871|          | 
 76936|140612||
